OrderNo,OrderDate,Month,PropertyID,ProductID,ProductCategory,ProductName,Quantity,ProductPrice,OrderTotal
4125,8/17/24,Aug-24,4,57,Furnishings,Wireless Router,1,70,70
4126,8/17/24,Aug-24,6,12,Housekeeping,Bed Sheet (King),3,29,87
4127,8/17/24,Aug-24,7,32,Office Supplies,Note Pads,3,14,42
4128,8/17/24,Aug-24,7,80,Public Areas,Poster Stand,1,27,27
4129,8/17/24,Aug-24,4,42,Furnishings,Reading Chair,2,70,140
4130,8/17/24,Aug-24,7,87,Public Areas,End Table,3,30,90
4131,8/17/24,Aug-24,3,88,Public Areas,Serving Tray,3,6,18
4132,8/17/24,Aug-24,8,58,Furnishings,Mirror,2,85,170
4133,8/17/24,Aug-24,2,25,Office Supplies,Envelopes (Legal),2,28,56
4134,8/18/24,Aug-24,8,43,Furnishings,Table Lamp,3,38,114
4135,8/18/24,Aug-24,7,6,Housekeeping,Conditioner,2,40,80
4136,8/18/24,Aug-24,7,10,Housekeeping,Toilet Paper,1,19,19
4137,8/18/24,Aug-24,2,32,Office Supplies,Note Pads,3,14,42
4138,8/18/24,Aug-24,10,84,Public Areas,Tall Chair,2,75,150
4139,8/18/24,Aug-24,8,92,Public Areas,Large Sign,2,20,40
4140,8/18/24,Aug-24,4,82,Public Areas,Business Cards,2,60,120
4141,8/19/24,Aug-24,6,9,Housekeeping,Tissues,2,14,28
4142,8/19/24,Aug-24,9,70,Maintenance,Door Lock,2,117,234
4143,8/19/24,Aug-24,8,87,Public Areas,End Table,2,30,60
4144,8/19/24,Aug-24,9,54,Furnishings,Chest of Drawers,1,150,150
4145,8/19/24,Aug-24,10,69,Maintenance,Door Knob,2,41,82
4146,8/19/24,Aug-24,6,58,Furnishings,Mirror,2,85,170
4147,8/19/24,Aug-24,4,59,Maintenance,Screws,3,14,42
4148,8/19/24,Aug-24,5,82,Public Areas,Business Cards,1,60,60
4149,8/19/24,Aug-24,8,50,Furnishings,Small Vase,3,33,99
4150,8/20/24,Aug-24,10,44,Furnishings,Floor Lamp,3,55,165
4151,8/20/24,Aug-24,10,44,Furnishings,Floor Lamp,3,55,165
4152,8/20/24,Aug-24,7,41,Furnishings,Office Chair,2,85,170
4153,8/20/24,Aug-24,8,32,Office Supplies,Note Pads,1,14,14
4154,8/20/24,Aug-24,8,79,Public Areas,Coffee Table,1,103,103
4155,8/20/24,Aug-24,3,86,Public Areas,Sofa,3,215,645
4156,8/20/24,Aug-24,4,30,Office Supplies,Permanent Markers,1,6,6
4157,8/20/24,Aug-24,9,43,Furnishings,Table Lamp,3,38,114
4158,8/20/24,Aug-24,5,14,Housekeeping,Pillowcase,1,15,15
4159,8/20/24,Aug-24,4,16,Housekeeping,Mouthwash,2,40,80
4160,8/21/24,Aug-24,4,43,Furnishings,Table Lamp,3,38,114
4161,8/21/24,Aug-24,4,30,Office Supplies,Permanent Markers,2,6,12
4162,8/21/24,Aug-24,8,15,Housekeeping,Drinking Glass,1,24,24
4163,8/21/24,Aug-24,5,51,Furnishings,Painting,1,85,85
4164,8/21/24,Aug-24,5,14,Housekeeping,Pillowcase,2,15,30
4165,8/21/24,Aug-24,1,13,Housekeeping,Bed Sheet (Double),2,20,40
4166,8/21/24,Aug-24,4,56,Furnishings,Telephone,2,38,76
4167,8/21/24,Aug-24,9,16,Housekeeping,Mouthwash,3,40,120
4168,8/21/24,Aug-24,7,72,Maintenance,Nails,2,12,24
4169,8/21/24,Aug-24,7,42,Furnishings,Reading Chair,3,70,210
4170,8/21/24,Aug-24,10,90,Public Areas,Luggage Cart,3,138,414
4171,8/22/24,Aug-24,3,44,Furnishings,Floor Lamp,3,55,165
4172,8/22/24,Aug-24,1,46,Furnishings,Safe,2,115,230
4173,8/22/24,Aug-24,9,2,Housekeeping,Hand Towel,2,5,10
4174,8/23/24,Aug-24,6,65,Maintenance,Ladder,3,89,267
4175,8/23/24,Aug-24,9,23,Office Supplies,Printer Toner,2,85,170
4176,8/23/24,Aug-24,3,52,Furnishings,Ironing Board,1,18,18
4177,8/23/24,Aug-24,8,38,Furnishings,Bed (Double),2,250,500
4178,8/23/24,Aug-24,3,5,Housekeeping,Moisturizer,3,40,120
4179,8/23/24,Aug-24,10,30,Office Supplies,Permanent Markers,3,6,18
4180,8/23/24,Aug-24,4,35,Furnishings,Tissue Box,3,25,75
4181,8/23/24,Aug-24,4,73,Maintenance,Mop,3,15,45
4182,8/23/24,Aug-24,1,35,Furnishings,Tissue Box,3,25,75
4183,8/23/24,Aug-24,4,52,Furnishings,Ironing Board,1,18,18
4184,8/24/24,Aug-24,4,90,Public Areas,Luggage Cart,2,138,276
4185,8/24/24,Aug-24,6,5,Housekeeping,Moisturizer,1,40,40
4186,8/24/24,Aug-24,6,58,Furnishings,Mirror,1,85,85
4187,8/24/24,Aug-24,5,77,Public Areas,Large Area Rug,3,40,120
4188,8/24/24,Aug-24,10,47,Furnishings,Swivel Chair,1,75,75
4189,8/24/24,Aug-24,10,68,Maintenance,Window Screen,2,30,60
4190,8/24/24,Aug-24,3,24,Office Supplies,Envelopes (Letter),2,24,48
4191,8/24/24,Aug-24,8,7,Housekeeping,Hand Soap,1,35,35
4192,8/24/24,Aug-24,9,29,Office Supplies,Erasable Markers,2,6,12
4193,8/24/24,Aug-24,4,56,Furnishings,Telephone,3,38,114
4194,8/24/24,Aug-24,9,49,Furnishings,Large Vase,1,27,27
4195,8/24/24,Aug-24,2,53,Furnishings,Iron,2,20,40
4196,8/24/24,Aug-24,6,81,Public Areas,Flyer Holder,1,3,3
4197,8/25/24,Aug-24,1,40,Furnishings,Coffee Maker,3,119,357
4198,8/25/24,Aug-24,6,71,Maintenance,Hammer,2,17,34
4199,8/25/24,Aug-24,10,11,Housekeeping,Shower Cap,2,10,20
4200,8/25/24,Aug-24,5,69,Maintenance,Door Knob,2,41,82
4201,8/25/24,Aug-24,1,7,Housekeeping,Hand Soap,2,35,70
4202,8/25/24,Aug-24,4,89,Public Areas,Photograph,1,45,45
4203,8/25/24,Aug-24,9,74,Public Areas,Large Plant,3,35,105
4204,8/26/24,Aug-24,8,6,Housekeeping,Conditioner,3,40,120
4205,8/26/24,Aug-24,4,66,Maintenance,Wood Glue,2,21,42
4206,8/26/24,Aug-24,8,1,Housekeeping,Large Towel,2,9,18
4207,8/26/24,Aug-24,3,86,Public Areas,Sofa,2,215,430
4208,8/26/24,Aug-24,3,34,Furnishings,Shower Curtain,1,5,5
4209,8/26/24,Aug-24,4,94,Public Areas,Monitor,3,70,210
4210,8/26/24,Aug-24,5,67,Maintenance,Adjustable Wrench,1,10,10
4211,8/26/24,Aug-24,8,51,Furnishings,Painting,1,85,85
4212,8/26/24,Aug-24,1,72,Maintenance,Nails,1,12,12
4213,8/27/24,Aug-24,1,87,Public Areas,End Table,1,30,30
4214,8/27/24,Aug-24,8,73,Maintenance,Mop,3,15,45
4215,8/27/24,Aug-24,5,56,Furnishings,Telephone,1,38,38
4216,8/27/24,Aug-24,1,26,Office Supplies,Envelopes (Catalog),1,13,13
4217,8/27/24,Aug-24,1,56,Furnishings,Telephone,2,38,76
4218,8/27/24,Aug-24,6,87,Public Areas,End Table,3,30,90
4219,8/27/24,Aug-24,8,10,Housekeeping,Toilet Paper,1,19,19
4220,8/27/24,Aug-24,3,72,Maintenance,Nails,1,12,12
4221,8/28/24,Aug-24,10,36,Furnishings,Armoire,2,115,230
4222,8/28/24,Aug-24,5,66,Maintenance,Wood Glue,2,21,42
4223,8/28/24,Aug-24,6,57,Furnishings,Wireless Router,1,70,70
4224,8/29/24,Aug-24,1,19,Housekeeping,Light Bulb,3,17,51
4225,8/29/24,Aug-24,7,91,Public Areas,Small Sign,2,14,28
4226,8/29/24,Aug-24,1,46,Furnishings,Safe,2,115,230
4227,8/29/24,Aug-24,3,20,Office Supplies,Pens,2,30,60
4228,8/29/24,Aug-24,7,70,Maintenance,Door Lock,3,117,351
4229,8/29/24,Aug-24,5,34,Furnishings,Shower Curtain,2,5,10
4230,8/29/24,Aug-24,9,74,Public Areas,Large Plant,2,35,70
4231,8/29/24,Aug-24,1,8,Housekeeping,Bath Soap,3,35,105
4232,8/29/24,Aug-24,10,37,Furnishings,Bed (King),2,300,600
4233,8/30/24,Aug-24,9,30,Office Supplies,Permanent Markers,3,6,18
4234,8/30/24,Aug-24,9,79,Public Areas,Coffee Table,1,103,103
4235,8/30/24,Aug-24,5,19,Housekeeping,Light Bulb,3,17,51
4236,8/30/24,Aug-24,6,10,Housekeeping,Toilet Paper,1,19,19
4237,8/30/24,Aug-24,3,17,Housekeeping,Clothes Hanger,3,18,54
4238,8/30/24,Aug-24,8,60,Maintenance,Portable Drill,3,195,585
4239,8/30/24,Aug-24,9,14,Housekeeping,Pillowcase,1,15,15
4240,8/30/24,Aug-24,10,80,Public Areas,Poster Stand,1,27,27
4241,8/30/24,Aug-24,4,83,Public Areas,Bar Stool,2,60,120
4242,8/31/24,Aug-24,4,14,Housekeeping,Pillowcase,1,15,15
4243,8/31/24,Aug-24,1,84,Public Areas,Tall Chair,1,75,75
4244,8/31/24,Aug-24,6,84,Public Areas,Tall Chair,3,75,225
4245,09/01/2024,Sep-24,8,11,Housekeeping,Shower Cap,3,10,30
4246,09/01/2024,Sep-24,9,14,Housekeeping,Pillowcase,1,15,15
4247,09/01/2024,Sep-24,9,51,Furnishings,Painting,1,85,85
4248,09/01/2024,Sep-24,7,65,Maintenance,Ladder,3,89,267
4249,09/01/2024,Sep-24,7,58,Furnishings,Mirror,3,85,255
4250,09/01/2024,Sep-24,9,16,Housekeeping,Mouthwash,3,40,120
4251,09/01/2024,Sep-24,3,49,Furnishings,Large Vase,3,27,81
4252,09/02/2024,Sep-24,8,65,Maintenance,Ladder,2,89,178
4253,09/02/2024,Sep-24,1,2,Housekeeping,Hand Towel,3,5,15
4254,09/02/2024,Sep-24,6,30,Office Supplies,Permanent Markers,3,6,18
4255,09/02/2024,Sep-24,5,70,Maintenance,Door Lock,1,117,117
4256,09/02/2024,Sep-24,10,36,Furnishings,Armoire,3,115,345
4257,09/03/2024,Sep-24,4,33,Furnishings,Towel Rack,2,10,20
4258,09/03/2024,Sep-24,5,90,Public Areas,Luggage Cart,1,138,138
4259,09/03/2024,Sep-24,10,53,Furnishings,Iron,1,20,20
4260,09/03/2024,Sep-24,2,11,Housekeeping,Shower Cap,1,10,10
4261,09/03/2024,Sep-24,8,87,Public Areas,End Table,1,30,30
4262,09/04/2024,Sep-24,4,45,Furnishings,Computer Desk,2,102,204
4263,09/04/2024,Sep-24,1,46,Furnishings,Safe,1,115,115
4264,09/04/2024,Sep-24,4,80,Public Areas,Poster Stand,2,27,54
4265,09/05/2024,Sep-24,4,46,Furnishings,Safe,1,115,115
4266,09/05/2024,Sep-24,6,84,Public Areas,Tall Chair,3,75,225
4267,09/05/2024,Sep-24,3,37,Furnishings,Bed (King),2,300,600
4268,09/05/2024,Sep-24,8,53,Furnishings,Iron,1,20,20
4269,09/05/2024,Sep-24,7,81,Public Areas,Flyer Holder,1,3,3
4270,09/05/2024,Sep-24,3,62,Maintenance,Leaf Blower,1,202,202
4271,09/06/2024,Sep-24,8,83,Public Areas,Bar Stool,1,60,60
4272,09/06/2024,Sep-24,5,44,Furnishings,Floor Lamp,2,55,110
4273,09/06/2024,Sep-24,9,54,Furnishings,Chest of Drawers,2,150,300
4274,09/06/2024,Sep-24,5,14,Housekeeping,Pillowcase,2,15,30
4275,09/06/2024,Sep-24,10,76,Public Areas,Ficus,3,80,240
4276,09/06/2024,Sep-24,7,71,Maintenance,Hammer,1,17,17
4277,09/06/2024,Sep-24,3,28,Office Supplies,Staples,1,8,8
4278,09/06/2024,Sep-24,8,37,Furnishings,Bed (King),3,300,900
4279,09/06/2024,Sep-24,10,72,Maintenance,Nails,2,12,24
4280,09/07/2024,Sep-24,1,74,Public Areas,Large Plant,3,35,105
4281,09/07/2024,Sep-24,1,4,Housekeeping,Shampoo,3,40,120
4282,09/07/2024,Sep-24,8,68,Maintenance,Window Screen,2,30,60
4283,09/07/2024,Sep-24,2,41,Furnishings,Office Chair,3,85,255
4284,09/07/2024,Sep-24,6,92,Public Areas,Large Sign,1,20,20
4285,09/07/2024,Sep-24,10,22,Office Supplies,Paper Clips,2,3,6
4286,09/07/2024,Sep-24,1,93,Public Areas,Terminal,3,85,255
4287,09/07/2024,Sep-24,3,61,Maintenance,Tape Measure,1,8,8
4288,09/07/2024,Sep-24,4,31,Office Supplies,Sticky Notes,3,20,60
4289,09/08/2024,Sep-24,2,56,Furnishings,Telephone,3,38,114
4290,09/08/2024,Sep-24,8,36,Furnishings,Armoire,2,115,230
4291,09/08/2024,Sep-24,9,27,Office Supplies,Invisible Tape,3,8,24
4292,09/08/2024,Sep-24,5,37,Furnishings,Bed (King),2,300,600
4293,09/08/2024,Sep-24,3,13,Housekeeping,Bed Sheet (Double),2,20,40
4294,09/08/2024,Sep-24,1,55,Furnishings,Television,3,200,600
4295,09/09/2024,Sep-24,7,15,Housekeeping,Drinking Glass,3,24,72
4296,09/09/2024,Sep-24,7,34,Furnishings,Shower Curtain,3,5,15
4297,09/09/2024,Sep-24,8,73,Maintenance,Mop,1,15,15
4298,09/09/2024,Sep-24,4,61,Maintenance,Tape Measure,1,8,8
4299,09/09/2024,Sep-24,2,21,Office Supplies,Printer Paper,2,50,100
4300,09/10/2024,Sep-24,4,20,Office Supplies,Pens,2,30,60
4301,09/10/2024,Sep-24,7,57,Furnishings,Wireless Router,2,70,140
4302,09/10/2024,Sep-24,4,27,Office Supplies,Invisible Tape,2,8,16
4303,09/10/2024,Sep-24,8,9,Housekeeping,Tissues,3,14,42
4304,09/10/2024,Sep-24,5,68,Maintenance,Window Screen,1,30,30
4305,09/10/2024,Sep-24,3,24,Office Supplies,Envelopes (Letter),1,24,24
4306,09/11/2024,Sep-24,5,20,Office Supplies,Pens,1,30,30
4307,09/11/2024,Sep-24,7,46,Furnishings,Safe,1,115,115
4308,09/11/2024,Sep-24,7,44,Furnishings,Floor Lamp,3,55,165
4309,09/11/2024,Sep-24,8,5,Housekeeping,Moisturizer,1,40,40
4310,09/11/2024,Sep-24,1,47,Furnishings,Swivel Chair,2,75,150
4311,09/11/2024,Sep-24,8,67,Maintenance,Adjustable Wrench,1,10,10
4312,09/11/2024,Sep-24,8,16,Housekeeping,Mouthwash,2,40,80
4313,09/12/2024,Sep-24,6,5,Housekeeping,Moisturizer,2,40,80
4314,09/12/2024,Sep-24,8,39,Furnishings,Alarm Clock,2,45,90
4315,09/12/2024,Sep-24,6,78,Public Areas,Small Area Rug,1,20,20
4316,09/12/2024,Sep-24,7,19,Housekeeping,Light Bulb,2,17,34
4317,09/12/2024,Sep-24,8,5,Housekeeping,Moisturizer,2,40,80
4318,09/12/2024,Sep-24,10,59,Maintenance,Screws,3,14,42
4319,09/12/2024,Sep-24,8,44,Furnishings,Floor Lamp,3,55,165
4320,9/13/24,Sep-24,4,14,Housekeeping,Pillowcase,1,15,15
4321,9/13/24,Sep-24,10,59,Maintenance,Screws,1,14,14
4322,9/13/24,Sep-24,2,30,Office Supplies,Permanent Markers,3,6,18
4323,9/13/24,Sep-24,5,51,Furnishings,Painting,2,85,170
4324,9/13/24,Sep-24,2,75,Public Areas,Small Plant,3,25,75
4325,9/14/24,Sep-24,9,20,Office Supplies,Pens,2,30,60
4326,9/14/24,Sep-24,5,62,Maintenance,Leaf Blower,2,202,404
4327,9/14/24,Sep-24,10,94,Public Areas,Monitor,3,70,210
4328,9/14/24,Sep-24,3,53,Furnishings,Iron,2,20,40
4329,9/14/24,Sep-24,8,77,Public Areas,Large Area Rug,1,40,40
4330,9/14/24,Sep-24,2,32,Office Supplies,Note Pads,3,14,42
4331,9/14/24,Sep-24,2,55,Furnishings,Television,2,200,400
4332,9/14/24,Sep-24,7,18,Housekeeping,Coffee Cup,3,24,72
4333,9/15/24,Sep-24,8,4,Housekeeping,Shampoo,3,40,120
4334,9/15/24,Sep-24,7,37,Furnishings,Bed (King),2,300,600
4335,9/15/24,Sep-24,8,9,Housekeeping,Tissues,3,14,42
4336,9/15/24,Sep-24,6,18,Housekeeping,Coffee Cup,1,24,24
4337,9/15/24,Sep-24,5,14,Housekeeping,Pillowcase,3,15,45
4338,9/15/24,Sep-24,9,80,Public Areas,Poster Stand,2,27,54
4339,9/16/24,Sep-24,1,28,Office Supplies,Staples,2,8,16
4340,9/16/24,Sep-24,4,19,Housekeeping,Light Bulb,2,17,34
4341,9/16/24,Sep-24,5,12,Housekeeping,Bed Sheet (King),2,29,58
4342,9/16/24,Sep-24,10,14,Housekeeping,Pillowcase,2,15,30
4343,9/16/24,Sep-24,2,77,Public Areas,Large Area Rug,1,40,40
4344,9/16/24,Sep-24,5,38,Furnishings,Bed (Double),2,250,500
4345,9/16/24,Sep-24,7,47,Furnishings,Swivel Chair,2,75,150
4346,9/16/24,Sep-24,6,54,Furnishings,Chest of Drawers,1,150,150
4347,9/16/24,Sep-24,10,43,Furnishings,Table Lamp,1,38,38
4348,9/17/24,Sep-24,7,40,Furnishings,Coffee Maker,3,119,357
4349,9/17/24,Sep-24,7,93,Public Areas,Terminal,2,85,170
4350,9/17/24,Sep-24,7,46,Furnishings,Safe,1,115,115
4351,9/17/24,Sep-24,3,32,Office Supplies,Note Pads,1,14,14
4352,9/17/24,Sep-24,6,63,Maintenance,Duct Tape,1,27,27
4353,9/17/24,Sep-24,10,83,Public Areas,Bar Stool,3,60,180
4354,9/17/24,Sep-24,3,62,Maintenance,Leaf Blower,3,202,606
4355,9/17/24,Sep-24,6,31,Office Supplies,Sticky Notes,3,20,60
4356,9/18/24,Sep-24,1,84,Public Areas,Tall Chair,3,75,225
4357,9/18/24,Sep-24,9,35,Furnishings,Tissue Box,1,25,25
4358,9/18/24,Sep-24,6,16,Housekeeping,Mouthwash,1,40,40
4359,9/18/24,Sep-24,7,66,Maintenance,Wood Glue,3,21,63
4360,9/18/24,Sep-24,7,24,Office Supplies,Envelopes (Letter),3,24,72
4361,9/18/24,Sep-24,5,86,Public Areas,Sofa,1,215,215
4362,9/19/24,Sep-24,2,81,Public Areas,Flyer Holder,2,3,6
4363,9/19/24,Sep-24,9,49,Furnishings,Large Vase,1,27,27
4364,9/19/24,Sep-24,5,62,Maintenance,Leaf Blower,2,202,404
4365,9/19/24,Sep-24,5,43,Furnishings,Table Lamp,2,38,76
4366,9/19/24,Sep-24,9,25,Office Supplies,Envelopes (Legal),3,28,84
4367,9/20/24,Sep-24,6,34,Furnishings,Shower Curtain,1,5,5
4368,9/20/24,Sep-24,9,78,Public Areas,Small Area Rug,2,20,40
4369,9/20/24,Sep-24,6,45,Furnishings,Computer Desk,3,102,306
4370,9/20/24,Sep-24,1,80,Public Areas,Poster Stand,3,27,81
4371,9/20/24,Sep-24,2,27,Office Supplies,Invisible Tape,3,8,24
4372,9/20/24,Sep-24,3,67,Maintenance,Adjustable Wrench,3,10,30
4373,9/20/24,Sep-24,1,34,Furnishings,Shower Curtain,3,5,15
4374,9/21/24,Sep-24,7,30,Office Supplies,Permanent Markers,3,6,18
4375,9/21/24,Sep-24,6,67,Maintenance,Adjustable Wrench,2,10,20
4376,9/21/24,Sep-24,1,49,Furnishings,Large Vase,1,27,27
4377,9/21/24,Sep-24,1,87,Public Areas,End Table,3,30,90
4378,9/21/24,Sep-24,4,24,Office Supplies,Envelopes (Letter),3,24,72
4379,9/22/24,Sep-24,7,57,Furnishings,Wireless Router,2,70,140
4380,9/22/24,Sep-24,9,39,Furnishings,Alarm Clock,3,45,135
4381,9/22/24,Sep-24,10,9,Housekeeping,Tissues,2,14,28
4382,9/22/24,Sep-24,4,5,Housekeeping,Moisturizer,1,40,40
4383,9/23/24,Sep-24,4,84,Public Areas,Tall Chair,1,75,75
4384,9/23/24,Sep-24,8,76,Public Areas,Ficus,3,80,240
4385,9/23/24,Sep-24,5,50,Furnishings,Small Vase,1,33,33
4386,9/23/24,Sep-24,9,90,Public Areas,Luggage Cart,2,138,276
4387,9/23/24,Sep-24,1,39,Furnishings,Alarm Clock,2,45,90
4388,9/23/24,Sep-24,4,45,Furnishings,Computer Desk,2,102,204
4389,9/23/24,Sep-24,6,17,Housekeeping,Clothes Hanger,1,18,18
4390,9/23/24,Sep-24,6,8,Housekeeping,Bath Soap,1,35,35
4391,9/23/24,Sep-24,5,32,Office Supplies,Note Pads,1,14,14
4392,9/23/24,Sep-24,8,70,Maintenance,Door Lock,1,117,117
4393,9/23/24,Sep-24,2,24,Office Supplies,Envelopes (Letter),1,24,24
4394,9/23/24,Sep-24,4,2,Housekeeping,Hand Towel,3,5,15
4395,9/24/24,Sep-24,9,13,Housekeeping,Bed Sheet (Double),3,20,60
4396,9/24/24,Sep-24,8,79,Public Areas,Coffee Table,1,103,103
4397,9/24/24,Sep-24,5,88,Public Areas,Serving Tray,2,6,12
4398,9/24/24,Sep-24,8,21,Office Supplies,Printer Paper,2,50,100
4399,9/24/24,Sep-24,3,45,Furnishings,Computer Desk,3,102,306
4400,9/24/24,Sep-24,3,36,Furnishings,Armoire,2,115,230
4401,9/25/24,Sep-24,8,31,Office Supplies,Sticky Notes,1,20,20
4402,9/25/24,Sep-24,5,25,Office Supplies,Envelopes (Legal),1,28,28
4403,9/25/24,Sep-24,2,87,Public Areas,End Table,3,30,90
4404,9/25/24,Sep-24,10,19,Housekeeping,Light Bulb,3,17,51
4405,9/25/24,Sep-24,4,67,Maintenance,Adjustable Wrench,2,10,20
4406,9/26/24,Sep-24,2,70,Maintenance,Door Lock,2,117,234
4407,9/26/24,Sep-24,2,15,Housekeeping,Drinking Glass,3,24,72
4408,9/26/24,Sep-24,7,85,Public Areas,Low Chair,2,80,160
4409,9/26/24,Sep-24,9,23,Office Supplies,Printer Toner,3,85,255
4410,9/27/24,Sep-24,1,83,Public Areas,Bar Stool,2,60,120
4411,9/27/24,Sep-24,9,87,Public Areas,End Table,1,30,30
4412,9/27/24,Sep-24,2,26,Office Supplies,Envelopes (Catalog),3,13,39
4413,9/27/24,Sep-24,10,40,Furnishings,Coffee Maker,2,119,238
4414,9/27/24,Sep-24,9,28,Office Supplies,Staples,2,8,16
4415,9/27/24,Sep-24,9,11,Housekeeping,Shower Cap,1,10,10
4416,9/27/24,Sep-24,1,29,Office Supplies,Erasable Markers,3,6,18
4417,9/27/24,Sep-24,1,53,Furnishings,Iron,2,20,40
4418,9/28/24,Sep-24,5,78,Public Areas,Small Area Rug,3,20,60
4419,9/28/24,Sep-24,6,72,Maintenance,Nails,2,12,24
4420,9/29/24,Sep-24,6,34,Furnishings,Shower Curtain,2,5,10
4421,9/29/24,Sep-24,6,26,Office Supplies,Envelopes (Catalog),2,13,26
4422,9/29/24,Sep-24,10,60,Maintenance,Portable Drill,2,195,390
4423,9/29/24,Sep-24,2,76,Public Areas,Ficus,3,80,240
4424,9/29/24,Sep-24,3,17,Housekeeping,Clothes Hanger,1,18,18
4425,9/29/24,Sep-24,8,13,Housekeeping,Bed Sheet (Double),1,20,20
4426,9/30/24,Sep-24,6,11,Housekeeping,Shower Cap,1,10,10
4427,9/30/24,Sep-24,6,35,Furnishings,Tissue Box,2,25,50
4428,9/30/24,Sep-24,8,91,Public Areas,Small Sign,2,14,28
4429,9/30/24,Sep-24,1,19,Housekeeping,Light Bulb,3,17,51
4430,9/30/24,Sep-24,8,84,Public Areas,Tall Chair,1,75,75
4431,9/30/24,Sep-24,2,21,Office Supplies,Printer Paper,3,50,150
4432,10/01/2024,Oct-24,8,63,Maintenance,Duct Tape,2,27,54
4433,10/01/2024,Oct-24,7,1,Housekeeping,Large Towel,2,9,18
4434,10/01/2024,Oct-24,1,56,Furnishings,Telephone,1,38,38
4435,10/01/2024,Oct-24,10,51,Furnishings,Painting,3,85,255
4436,10/01/2024,Oct-24,7,3,Housekeeping,Washcloth,2,3,6
4437,10/02/2024,Oct-24,1,45,Furnishings,Computer Desk,3,102,306
4438,10/02/2024,Oct-24,2,67,Maintenance,Adjustable Wrench,2,10,20
4439,10/02/2024,Oct-24,2,22,Office Supplies,Paper Clips,3,3,9
4440,10/02/2024,Oct-24,8,54,Furnishings,Chest of Drawers,1,150,150
4441,10/02/2024,Oct-24,7,62,Maintenance,Leaf Blower,1,202,202
4442,10/03/2024,Oct-24,8,77,Public Areas,Large Area Rug,2,40,80
4443,10/03/2024,Oct-24,7,17,Housekeeping,Clothes Hanger,2,18,36
4444,10/04/2024,Oct-24,2,31,Office Supplies,Sticky Notes,1,20,20
4445,10/04/2024,Oct-24,9,83,Public Areas,Bar Stool,2,60,120
4446,10/04/2024,Oct-24,10,45,Furnishings,Computer Desk,1,102,102
4447,10/04/2024,Oct-24,3,5,Housekeeping,Moisturizer,2,40,80
4448,10/04/2024,Oct-24,3,71,Maintenance,Hammer,2,17,34
4449,10/04/2024,Oct-24,3,31,Office Supplies,Sticky Notes,1,20,20
4450,10/04/2024,Oct-24,8,45,Furnishings,Computer Desk,2,102,204
4451,10/05/2024,Oct-24,9,87,Public Areas,End Table,3,30,90
4452,10/05/2024,Oct-24,10,17,Housekeeping,Clothes Hanger,2,18,36
4453,10/05/2024,Oct-24,2,7,Housekeeping,Hand Soap,2,35,70
4454,10/05/2024,Oct-24,3,47,Furnishings,Swivel Chair,2,75,150
4455,10/05/2024,Oct-24,9,21,Office Supplies,Printer Paper,2,50,100
4456,10/05/2024,Oct-24,6,29,Office Supplies,Erasable Markers,1,6,6
4457,10/05/2024,Oct-24,5,74,Public Areas,Large Plant,1,35,35
4458,10/05/2024,Oct-24,4,28,Office Supplies,Staples,3,8,24
4459,10/05/2024,Oct-24,6,5,Housekeeping,Moisturizer,3,40,120
4460,10/05/2024,Oct-24,9,63,Maintenance,Duct Tape,3,27,81
4461,10/06/2024,Oct-24,9,87,Public Areas,End Table,1,30,30
4462,10/06/2024,Oct-24,8,21,Office Supplies,Printer Paper,1,50,50
4463,10/06/2024,Oct-24,8,19,Housekeeping,Light Bulb,3,17,51
4464,10/06/2024,Oct-24,7,32,Office Supplies,Note Pads,1,14,14
4465,10/06/2024,Oct-24,2,3,Housekeeping,Washcloth,2,3,6
4466,10/07/2024,Oct-24,1,33,Furnishings,Towel Rack,1,10,10
4467,10/07/2024,Oct-24,3,22,Office Supplies,Paper Clips,1,3,3
4468,10/07/2024,Oct-24,6,66,Maintenance,Wood Glue,1,21,21
4469,10/07/2024,Oct-24,5,67,Maintenance,Adjustable Wrench,1,10,10
4470,10/07/2024,Oct-24,4,78,Public Areas,Small Area Rug,3,20,60
4471,10/07/2024,Oct-24,8,74,Public Areas,Large Plant,2,35,70
4472,10/07/2024,Oct-24,5,53,Furnishings,Iron,1,20,20
4473,10/08/2024,Oct-24,1,77,Public Areas,Large Area Rug,2,40,80
4474,10/08/2024,Oct-24,2,1,Housekeeping,Large Towel,3,9,27
4475,10/08/2024,Oct-24,10,94,Public Areas,Monitor,1,70,70
4476,10/08/2024,Oct-24,6,84,Public Areas,Tall Chair,3,75,225
4477,10/08/2024,Oct-24,1,2,Housekeeping,Hand Towel,2,5,10
4478,10/08/2024,Oct-24,4,1,Housekeeping,Large Towel,1,9,9
4479,10/08/2024,Oct-24,10,28,Office Supplies,Staples,2,8,16
4480,10/08/2024,Oct-24,9,73,Maintenance,Mop,2,15,30
4481,10/08/2024,Oct-24,3,35,Furnishings,Tissue Box,1,25,25
4482,10/08/2024,Oct-24,9,81,Public Areas,Flyer Holder,1,3,3
4483,10/09/2024,Oct-24,4,33,Furnishings,Towel Rack,2,10,20
4484,10/09/2024,Oct-24,3,33,Furnishings,Towel Rack,1,10,10
4485,10/10/2024,Oct-24,6,71,Maintenance,Hammer,1,17,17
4486,10/10/2024,Oct-24,2,80,Public Areas,Poster Stand,3,27,81
